Gene,UniProt,Sample type,Tissue,Species,Repository,Reference,Confidence Score,Description,Coverage Map File,Total Ion Intensity
Plxna4,Q80UG2,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,9.8239,Plexin-A4,Normal lung_Q80UG2.html,8898.4
Plxna4,Q80UG2,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,9.8239,Plexin-A4,Normal lung ECM (Quantitative detergent solubility profiling)_Q80UG2.html,9634330
P4ha2,Q60716,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,9.6756,Prolyl 4-hydroxylase subunit alpha-2,Normal lung ECM (Quantitative detergent solubility profiling)_Q60716.html,4281630
Sbspon,Q3UPR9,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,9.534,Somatomedin-B and thrombospondin type-1 domain-containing protein,Normal lung_Q3UPR9.html,74876
Csf1,P07141,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,9.2643,Macrophage colony-stimulating factor 1,Bronchoalveolar lavage of fibrotic lung_P07141.html,26166100
Csf1,P07141,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,9.2643,Macrophage colony-stimulating factor 1,Bronchoalveolar lavage of normal lung_P07141.html,3669060
Ccl21a,P84444,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,8.8433,C-C motif chemokine 21a,Normal lung_P84444.html,57898.3
Hcfc2,Q9D968,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,8.7783,Host cell factor 2,Normal lung_Q9D968.html,27109.2
Hcfc2,Q9D968,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,8.7783,Host cell factor 2,Normal lung ECM (Quantitative detergent solubility profiling)_Q9D968.html,13577200
Vcan,Q62059,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,8.713,Versican core protein,Normal lung_Q62059.html,58085000
Cilp2,D3Z7H8,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,8.612,Cartilage intermediate layer protein 2,Normal lung_D3Z7H8.html,22543.3
Fam20c,Q5MJS3,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,8.4804,Extracellular serine/threonine protein kinase FAM20C,Bronchoalveolar lavage of fibrotic lung_Q5MJS3.html,46808700
C1ql1,O88992,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,8.4636,C1q-related factor,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_O88992.html,8695780
Ltbp3,Q61810,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,8.363,Latent-transforming growth factor beta-binding protein 3,Normal lung_Q61810.html,30956.7
Ltbp3,Q61810,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,8.363,Latent-transforming growth factor beta-binding protein 3,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q61810.html,259113
Sema3g,Q4LFA9,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,8.1754,Semaphorin-3G,Normal lung_Q4LFA9.html,1909920
Sema3g,Q4LFA9,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,8.1754,Semaphorin-3G,Normal lung ECM (Quantitative detergent solubility profiling)_Q4LFA9.html,359497
Angptl6,Q8R0Z6,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,8.0286,Angiopoietin-related protein 6,Normal lung_Q8R0Z6.html,2745.6
Angptl6,Q8R0Z6,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,8.0286,Angiopoietin-related protein 6,Normal lung ECM (Quantitative detergent solubility profiling)_Q8R0Z6.html,6694630
Angpt4,Q9WVH6,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,8.0135,Angiopoietin-4,Normal lung_Q9WVH6.html,10354.5
Angpt4,Q9WVH6,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,8.0135,Angiopoietin-4,Normal lung ECM (Quantitative detergent solubility profiling)_Q9WVH6.html,30343800
Col9a1,Q05722,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,7.8591,Collagen alpha-1(IX) chain,Normal lung_Q05722.html,113881
Col9a1,Q05722,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,7.8591,Collagen alpha-1(IX) chain,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q05722.html,3376800
Col9a1,Q05722,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,7.8591,Collagen alpha-1(IX) chain,Normal lung ECM (Quantitative detergent solubility profiling)_Q05722.html,2748610
Inhbe,O08717,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,7.6813,Inhibin beta E chain,Normal lung_O08717.html,47918.3
Bmp6,P20722,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,7.2183,Bone morphogenetic protein 6,Normal lung ECM (Quantitative detergent solubility profiling)_P20722.html,2047200
Angptl1,Q640P2,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,6.9449,Angiopoietin-related protein 1,Normal lung_Q640P2.html,8846.2
Egf,P01132,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,6.7761,Pro-epidermal growth factor,Normal lung ECM (Quantitative detergent solubility profiling)_P01132.html,4915850
Hrnr,Q8VHD8,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,6.773,Hornerin,Normal lung_Q8VHD8.html,78199.2
Col13a1,Q9R1N9,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,6.7382,Collagen alpha-1(XIII) chain,Normal lung_Q9R1N9.html,6629030
Mmp14,P53690,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,6.543,Matrix metalloproteinase-14,Normal lung ECM (Quantitative detergent solubility profiling)_P53690.html,3240710
Vwa3a,Q3UVV9,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,6.5025,von Willebrand factor A domain-containing protein 3A,Normal lung ECM (Quantitative detergent solubility profiling)_Q3UVV9.html,77853000
Col6a4,A2AX52,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,6.3619,Collagen alpha-4(VI) chain,Normal lung_A2AX52.html,2128
Col6a4,A2AX52,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,6.3619,Collagen alpha-4(VI) chain,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_A2AX52.html,212108
Wnt4,P22724,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,6.1736,Protein Wnt-4,Normal lung ECM (Quantitative detergent solubility profiling)_P22724.html,15568100
Htra4,A2RT60,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,5.983,Serine protease HTRA4,Normal lung_A2RT60.html,3757.9
Htra4,A2RT60,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,5.983,Serine protease HTRA4,Normal lung ECM (Quantitative detergent solubility profiling)_A2RT60.html,252980
Tectb,O08524,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,5.9176,Beta-tectorin,Normal lung ECM (Quantitative detergent solubility profiling)_O08524.html,121705000
Sema7a,Q9QUR8,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,5.7181,Semaphorin-7A,Bronchoalveolar lavage of fibrotic lung_Q9QUR8.html,14118500
Sema7a,Q9QUR8,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,5.7181,Semaphorin-7A,Normal lung ECM (Quantitative detergent solubility profiling)_Q9QUR8.html,1836370
Creld2,Q9CYA0,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,5.3717,Cysteine-rich with EGF-like domain protein 2,Bronchoalveolar lavage of normal lung_Q9CYA0.html,3554780
Cntf,P51642,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,5.2527,Ciliary neurotrophic factor,Normal lung_P51642.html,64903.4
Serpina3f,Q80X76,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,5.2142,Serine protease inhibitor A3F,Normal lung_Q80X76.html,37254.8
Serpina3f,Q80X76,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,5.2142,Serine protease inhibitor A3F,Normal lung ECM (Quantitative detergent solubility profiling)_Q80X76.html,735573
Reln,Q60841-3,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,5.1387,Isoform 3 of Reelin,Normal lung_Q60841-3.html,2736.4
Reln,Q60841-3,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,5.1387,Isoform 3 of Reelin,Normal lung ECM (Quantitative detergent solubility profiling)_Q60841-3.html,3348780
Prg3,Q9JL95,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,4.9272,Proteoglycan 3,Normal lung_Q9JL95.html,1529860
Prg3,Q9JL95,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,4.9272,Proteoglycan 3,Normal lung ECM (Quantitative detergent solubility profiling)_Q9JL95.html,661305
Adamts12,Q811B3,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,4.89,A disintegrin and metalloproteinase with thrombospondin motifs 12,Bronchoalveolar lavage of normal lung_Q811B3.html,6572290
Fgf8,P37237-3,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,4.8626,Isoform FGF-8A of Fibroblast growth factor 8,Bronchoalveolar lavage of fibrotic lung_P37237-3.html,2434580
Fgf8,P37237-3,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,4.8626,Isoform FGF-8A of Fibroblast growth factor 8,Normal lung ECM (Quantitative detergent solubility profiling)_P37237-3.html,16234000
Cilp,Q66K08,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,4.8246,Cartilage intermediate layer protein 1,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q66K08.html,4736480
Cilp,Q66K08,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,4.8246,Cartilage intermediate layer protein 1,Normal lung ECM (Quantitative detergent solubility profiling)_Q66K08.html,12074600
Lgals7,O54974,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,4.7458,Galectin-7,Normal lung_O54974.html,136274
Nell1,Q2VWQ2,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,4.6166,Protein kinase C-binding protein NELL1,Normal lung_Q2VWQ2.html,4983.4
Srpx2,Q8R054,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,4.3653,Sushi repeat-containing protein SRPX2,Normal lung ECM (Quantitative detergent solubility profiling)_Q8R054.html,806665
Crispld2,Q8BZQ2,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,4.0545,Cysteine-rich secretory protein LCCL domain-containing 2,Normal lung ECM (Quantitative detergent solubility profiling)_Q8BZQ2.html,28219200
Frem2,Q6NVD0-3,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,4.0495,Isoform 3 of FRAS1-related extracellular matrix protein 2,Normal lung_Q6NVD0-3.html,30916900
Serpina3a,Q6P4P1,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,3.8943,Serine protease inhibitor A3A,Normal lung_Q6P4P1.html,8903
Adam15,O88839-3,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,3.8269,Isoform 3 of Disintegrin and metalloproteinase domain-containing protein 15,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_O88839-3.html,1990200
Pcsk5,Q04592,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,3.8048,Proprotein convertase subtilisin/kexin type 5,Normal lung_Q04592.html,39215.6
Pcsk5,Q04592,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,3.8048,Proprotein convertase subtilisin/kexin type 5,Normal lung ECM (Quantitative detergent solubility profiling)_Q04592.html,736147
Tll2,Q9WVM6,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,3.601,Tolloid-like protein 2,Normal lung_Q9WVM6.html,52457.8
Hmcn1,D3YXG0-2,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,3.4875,Isoform 2 of Hemicentin-1,Normal lung_D3YXG0-2.html,13185700
Scube2,Q9JJS0,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,3.3215,Signal peptide, CUB and EGF-like domain-containing protein 2,Normal lung_Q9JJS0.html,5929810
Ctf1,Q60753,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,3.282,Cardiotrophin-1,Normal lung ECM (Quantitative detergent solubility profiling)_Q60753.html,895653
Slit2,Q9R1B9,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,3.2746,Slit homolog 2 protein,Normal lung_Q9R1B9.html,38092.3
Sema3a,O08665,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,3.2543,Semaphorin-3A,Normal lung_O08665.html,26390.4
Crlf3,Q9Z2L7,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,3.2445,Cytokine receptor-like factor 3,Bronchoalveolar lavage of fibrotic lung_Q9Z2L7.html,16487800
Serpini2,Q9JK88,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,3.1788,Serpin I2,Normal lung ECM (Quantitative detergent solubility profiling)_Q9JK88.html,5200260
Col17a1,Q07563,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,3.1782,Collagen alpha-1(XVII) chain,Normal lung_Q07563.html,6755.7
Parm1,Q923D3,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,3.1744,Prostate androgen-regulated mucin-like protein 1 homolog,Normal lung ECM (Quantitative detergent solubility profiling)_Q923D3.html,7646700
Mmp1b,Q9EPL6,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,3.0934,Interstitial collagenase B,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q9EPL6.html,7671050
Muc19,Q6JHY2-3,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,3.0893,Isoform 4 of Submandibular gland protein C,Normal lung_Q6JHY2-3.html,32371.7
Adamts10,P58459,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,3.0658,A disintegrin and metalloproteinase with thrombospondin motifs 10,Normal lung_P58459.html,38668400
Sned1,Q70E20,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,3.0626,Sushi, nidogen and EGF-like domain-containing protein 1,Normal lung ECM (Quantitative detergent solubility profiling)_Q70E20.html,1968450
Csf2,P01587,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,3.0322,Granulocyte-macrophage colony-stimulating factor,Normal lung ECM (Quantitative detergent solubility profiling)_P01587.html,4958390
Crhbp,Q60571,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2.9998,Corticotropin-releasing factor-binding protein,Bronchoalveolar lavage of fibrotic lung_Q60571.html,2096360
Col25a1,Q99MQ5,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2.9744,Collagen alpha-1(XXV) chain,Normal lung_Q99MQ5.html,11853
Wnt2b,O70283,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2.9716,Protein Wnt-2b,Normal lung_O70283.html,18151.5
Insl6,Q9QY05,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2.961,Insulin-like peptide INSL6,Bronchoalveolar lavage of fibrotic lung_Q9QY05.html,3503090
Cyr61,P18406,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2.9139,Protein CYR61,Normal lung ECM (Quantitative detergent solubility profiling)_P18406.html,5221300
Otog,O55225,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2.9004,Otogelin,Normal lung ECM (Quantitative detergent solubility profiling)_O55225.html,2346470
Htra3,Q9D236-1,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,2.8688,Isoform 3 of Serine protease HTRA3,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q9D236-1.html,0
Sspo,Q8CG65,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2.7748,SCO-spondin,Normal lung_Q8CG65.html,16785.3
Muc19,Q6JHY2,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2.7538,Submandibular gland protein C,Bronchoalveolar lavage of fibrotic lung_Q6JHY2.html,1334560
Ifne,Q80ZF2,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2.7501,Interferon epsilon,Normal lung_Q80ZF2.html,14390.5
Adam32,Q8K410,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2.7202,Disintegrin and metalloproteinase domain-containing protein 32,Normal lung_Q8K410.html,6469
Cd209b,Q8CJ91-3,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2.7119,Isoform 3 of CD209 antigen-like protein B,Normal lung_Q8CJ91-3.html,14894.5
Vwa7,Q9JHA8,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2.6848,von Willebrand factor A domain-containing protein 7,Normal lung ECM (Quantitative detergent solubility profiling)_Q9JHA8.html,5823470
Dmbt1,Q60997-3,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2.6745,Isoform 3 of Deleted in malignant brain tumors 1 protein,Normal lung_Q60997-3.html,113983
Tmprss15,P97435,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2.6641,Enteropeptidase,Normal lung_P97435.html,22426
Hapln3,Q80WM5,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2.6574,Hyaluronan and proteoglycan link protein 3,Normal lung ECM (Quantitative detergent solubility profiling)_Q80WM5.html,8344110
Wnt5b,P22726,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2.6527,Protein Wnt-5b,Bronchoalveolar lavage of fibrotic lung_P22726.html,12464300
Postn,Q62009-4,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2.6223,Isoform 4 of Periostin,Normal lung_Q62009-4.html,632091010
Clec10a,P49300,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2.6208,C-type lectin domain family 10 member A,Normal lung_P49300.html,192987
Vwa5b2,Q3UR50-5,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,2.5401,Isoform 3 of von Willebrand factor A domain-containing protein 5B2,Normal lung_Q3UR50-5.html,0
Nell2,Q61220,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,2.5181,Protein kinase C-binding protein NELL2,Bronchoalveolar lavage of normal lung_Q61220.html,7686460
Clec12a,Q504P2,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2.4789,C-type lectin domain family 12 member A,Normal lung ECM (Quantitative detergent solubility profiling)_Q504P2.html,2371050
Fndc7,A2AED3,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2.4573,Fibronectin type III domain-containing protein 7,Normal lung ECM (Quantitative detergent solubility profiling)_A2AED3.html,38119200
Wnt3a,P27467,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,2.4452,Protein Wnt-3a,Normal lung ECM (Quantitative detergent solubility profiling)_P27467.html,6161450
